scenery {  740, 301,  -120, -2850, 1950, 1900, 2020,  0,1,1 }
scenery {  820, 301, -1600,  -650,  500,  500,  520,  2,1,0 }
scenery {  890, 301,   680,  1250,  860,  880,  870, -4,0,4 }
scenery {  990, 301,  -500,   950,  550,  450,  500,  1,0,1 }
scenery { 1050, 301, -1200,  -200,  250,  260,  270,  2,0,1 }
scenery { 1120, 301,  -450, -1400,  350,  340,  320,  1,0,0 }
scenery { 1280, 301,   300,  1150,  400,  440,  420,  0,1,2 }
scenery { 1490, 301,  -500, -1250,  600,  640,  620,  2,0,2 }
scenery { 1740, 301,  1250,   350,  300,  315,  315,  0,1,1 }
scenery { 1815, 301,  1450,  -450,  420,  430,  440,  1,2,0 }
scenery { 1900, 301, -2050,  -150,  500,  550,  475,  4,0,2 }
scenery { 2000, 301,   600,  -800,  250,  270,  285,  0,3,2 }
